Crop,Season,Soil,State,Rainfall_mm,Temperature_C,Fertilizer_kg_ha,Yield_kg_ha,Total_Cost,Market_Price_kg,Profit
Wheat,Rabi,Red,Maharashtra,515.2116547251485,23.07729692848143,106.5926244656934,2828.0996768888167,10229.451307654082,24.546858451111966,59191.51114657119
Cotton,Kharif,Alluvial,Uttar Pradesh,971.6701896202633,35.37306957433469,168.37568579110075,1998.7537591432458,14368.959566138627,62.80261677031319,111158.00678755752
Rice,Zaid,Black,Telangana,638.6808840334935,41.98942191435037,141.13328334403593,3590.9650487434474,12373.52202646327,22.668459118799372,69028.12237801496
Sugarcane,Rabi,Alluvial,Punjab,1306.0627731869902,17.636628736204315,170.8797330111715,57558.29770199531,10697.420491915831,2.713681861071271,145497.48793612907
Sugarcane,Zaid,Black,Andhra Pradesh,948.797943147358,42.52186839256595,50.79500095964081,83301.880562464,14480.98415429875,3.3156461048650145,261718.57166056565
Wheat,Zaid,Red,Andhra Pradesh,563.9728217583695,38.084787995758106,78.05656228362851,3253.150930965941,12775.389690441745,24.01506082759425,65349.22779805018
Rice,Rabi,Black,Uttar Pradesh,857.9351432671511,42.96043026770802,98.09632882392714,4150.212956092638,12558.452020934383,20.743015589690764,73529.4800278318
Wheat,Rabi,Alluvial,Andhra Pradesh,314.22854461545387,19.164743203260613,50.40663491214945,2963.374489798354,13278.900810379215,27.464309062290393,68108.13204474989
Rice,Kharif,Black,Punjab,1454.5349838664663,18.72891670456634,159.63012128054663,4701.344730913661,9629.414698527198,21.705603246450295,92416.10875547436
Groundnut,Kharif,Laterite,Maharashtra,1233.8475054178573,21.048819601432335,74.54839142985568,1298.5594787585958,14864.802115906186,51.538317809613986,52060.768995041
Cotton,Kharif,Alluvial,Andhra Pradesh,710.178639649426,39.497983184147316,115.87023628553277,1901.555543539926,11525.203145856485,65.21414070264376,112483.10762444849
Rice,Kharif,Alluvial,Telangana,708.9267432619524,30.95572439064522,59.99286685862255,3566.4406254796745,11829.412734456992,19.66407892956242,58301.3572225733
Maize,Rabi,Laterite,Punjab,1232.2327460513848,33.60218267785541,130.01916379644823,5787.785166101915,10800.027890093272,17.602749305079968,91080.90342045935
Sugarcane,Zaid,Red,Telangana,243.5921651565132,32.0966905461395,164.36880286110357,80549.43782932899,17513.07172701606,2.7829738027164055,206653.90357554032
Cotton,Kharif,Laterite,Punjab,716.4734777284774,38.91886097338661,72.48761410231606,1783.401116186113,15233.496500096666,63.61721449327946,98221.5148358693
Maize,Rabi,Red,Maharashtra,649.4047915550952,20.44793150404277,186.26758420004424,5166.783589532241,14446.686845587672,20.46277502825317,91280.04336668095
Cotton,Rabi,Alluvial,Andhra Pradesh,994.8905060650421,15.543305514625215,180.81858634162273,2345.6946259868896,16930.579740985188,67.83749071765943,142195.45767586408
Wheat,Kharif,Laterite,Andhra Pradesh,289.5980011773844,17.319631964663618,65.63704490777143,3976.6154847725925,9406.878013996336,23.974412716219256,85930.14283165011
Wheat,Rabi,Laterite,Telangana,631.7903364514207,24.343327921369237,84.1093431315669,3651.0521513119625,15193.64192864255,23.784873802347732,71646.17273610267
Rice,Kharif,Black,Telangana,348.5474900723941,27.435137526108832,179.52772109194353,4676.736370877576,14597.474386207825,22.592273624696503,91060.63337522847
Maize,Zaid,Laterite,Maharashtra,383.11412649373983,20.2916095951867,124.75516591092196,4837.850899009096,12991.31116098692,18.812647576251194,78021.4728285212
Groundnut,Rabi,Laterite,Andhra Pradesh,1062.5985836217237,20.341079006092542,194.16054762041827,1289.1976366518677,10858.643818785338,57.460928148074345,63219.84894953489
Rice,Zaid,Alluvial,Uttar Pradesh,716.5135500948772,27.80366716010248,169.96730331114043,3759.0191984789326,15851.4536793954,19.888629737200848,58910.28733418159
Maize,Rabi,Alluvial,Maharashtra,789.2754851724359,30.7317080798274,116.11441204073422,4801.526121750652,10214.151197084137,17.018676587228722,71501.4689941208
Sugarcane,Zaid,Red,Maharashtra,685.3021111636788,23.122340194306613,146.59993148585238,67444.5567907467,10031.604136869468,3.2369791716355483,208285.0214349685
Sugarcane,Kharif,Alluvial,Maharashtra,500.3972355644928,35.15678230796185,52.956580663154625,58915.04029556807,9544.452361866213,3.1895595808889063,178368.5788713189
Wheat,Zaid,Laterite,Maharashtra,1451.4441141213372,43.3322917673182,71.16227731665704,3368.9492315829307,8278.480787496834,26.457754843193506,80856.35206088949
Rice,Zaid,Alluvial,Maharashtra,359.609956561521,41.29332227625881,146.43883454213798,4326.3138162216155,16042.325406585725,19.679329285749176,69096.62877632558
Wheat,Zaid,Red,Punjab,1279.8508585348247,25.355764346438267,166.07517848020103,3307.861052532324,12308.21085037569,28.590920407492938,82266.58122162179
Cotton,Kharif,Black,Maharashtra,1362.9178949623188,38.995657678419455,113.78202567038502,1617.975446656094,13594.998699093789,63.50217329739221,89149.95850538705
Rice,Rabi,Black,Maharashtra,748.2151149192664,18.968286333759913,185.08584518545786,4305.954972175447,18452.331447494118,20.648308393275407,70458.35474554215
Wheat,Kharif,Black,Andhra Pradesh,920.4314032705314,34.542611650555926,174.46127055608025,3088.9897804648444,10374.5754547974,28.125116511550658,76503.62202376564
Groundnut,Zaid,Laterite,Andhra Pradesh,980.6719185637494,34.95110023638766,76.30569179351744,1748.6471675549758,11485.654905703434,51.48647131603546,78546.01732848249
Wheat,Rabi,Red,Telangana,307.6382683026644,33.09456328399165,86.80236645219814,3345.013859658767,11225.815098849504,26.994036907401536,79069.61248454892
Maize,Rabi,Black,Uttar Pradesh,828.8814245121366,23.097336671765845,130.97641683622902,4324.027755783169,17845.90132033522,20.498563407255656,70790.45580631943
Maize,Rabi,Alluvial,Andhra Pradesh,816.5085013104805,25.331511961326996,102.73102417013283,4825.587101213504,14594.869390617634,18.26856680742509,73561.69095295004
Maize,Zaid,Black,Uttar Pradesh,203.04120781351173,44.030981646212595,50.788072783757734,4206.18749202749,15061.958809056883,20.52944453593853,71288.73401627986
Rice,Rabi,Alluvial,Telangana,440.6728074902055,31.257028421350743,180.94187538146124,4371.559818255298,16916.512896528573,21.46138282258926,76903.20589489711
Groundnut,Kharif,Black,Telangana,1040.6643948523124,35.79525634370774,57.7393709988065,1601.9504787300234,12603.673146240591,57.491918744572935,79495.53360973563
Wheat,Kharif,Black,Andhra Pradesh,606.7113134572637,18.61567736359393,159.65355071874222,3069.6386388998826,13083.620643550896,27.47088648724436,71242.07396252707
Groundnut,Zaid,Red,Andhra Pradesh,879.1649488925196,34.33639951877467,147.52510256648424,1418.8183496743836,14102.13668077582,56.06247945654101,65440.33790040774
Maize,Rabi,Red,Punjab,944.1560872635054,39.11930938202693,130.76022355711814,5323.310350161083,14423.669220289468,18.12067675494689,82038.31690124265
Cotton,Rabi,Black,Maharashtra,1331.1285360712088,15.638082325511615,181.2052509026299,2023.1497072217696,18520.538923558597,68.96901165800006,121014.09681969901
Cotton,Kharif,Black,Telangana,722.5101876920148,29.396268609117264,144.1258194827555,2298.941691349071,17541.375732099234,60.26650173251,121007.79769252901
Cotton,Kharif,Alluvial,Telangana,343.61634707081305,25.638664729223294,93.08584874811226,1837.0464963647921,8133.0604979007285,54.26810902100121,91559.9790434721
Groundnut,Zaid,Alluvial,Telangana,709.1191827024629,18.73312671890569,193.46235463391375,1678.79359328603,15643.263359813449,57.27913143850102,80516.57552813049
Groundnut,Zaid,Black,Uttar Pradesh,1485.9403827573667,37.300584686808726,59.7479614224341,1440.9481418552923,10257.38978942374,55.3830314718828,69546.68650029895
Groundnut,Rabi,Red,Andhra Pradesh,699.3177949386245,16.101958122798408,193.59053944749886,1695.7234174763794,16870.744549606323,47.70405028795692,64022.130632153036
Rice,Zaid,Laterite,Andhra Pradesh,882.5409511183486,22.80700103854582,127.28718864720888,3985.8981453898027,18514.608917116304,20.3169037410781,62466.50002451004
Sugarcane,Kharif,Red,Telangana,970.8219152942141,32.402586235134336,63.72302560966323,80568.90415365066,8468.009788904365,3.3665610599017333,262772.12557373097
Rice,Rabi,Laterite,Andhra Pradesh,1252.3708971423414,34.65725941917065,132.6286055913709,3339.1788158582563,12492.137101556606,19.29876891880163,51949.903244249545
Sugarcane,Rabi,Black,Uttar Pradesh,486.23816253475474,35.49776290978788,61.41962892354503,79833.79359336552,12276.978142258342,3.144305838494638,238744.8851625367
Wheat,Zaid,Laterite,Andhra Pradesh,906.912580396619,40.93478640922045,160.08648784305524,3529.764437052581,12456.82628549177,23.48337912314079,70433.9702051936
Rice,Kharif,Red,Uttar Pradesh,1106.7129001700687,35.40422315280901,142.79170673227765,4404.3466232922265,17402.449384574447,22.35921763872616,81075.29532200511
Maize,Zaid,Red,Andhra Pradesh,367.5308277154787,25.053565627774255,161.52623844374116,4321.519792096617,18278.817084630835,18.48360480192376,61598.44689617476
Wheat,Kharif,Black,Maharashtra,1475.5420314356504,33.95440581050005,88.97053715962397,3687.6079843394555,15887.842764277699,23.168628992668488,69548.97849528522
Groundnut,Zaid,Black,Telangana,1451.889605016693,25.25616498116058,144.89328397009223,1759.2168633060103,17923.915143752376,53.59857152876016,76367.59573875589
Wheat,Zaid,Laterite,Telangana,1202.2795802917763,36.25716013807888,121.03608326526327,2881.0886447823177,16556.90988392852,28.688427329691546,66096.9923323085
Sugarcane,Zaid,Red,Punjab,1185.7421547077292,15.737607493764045,53.318532729349585,65061.08613618715,15003.409618271922,3.2124715324548787,194003.47746482407
Wheat,Rabi,Black,Andhra Pradesh,1496.2618502050245,27.78543906707919,117.70805364945132,3029.073349668337,15983.197653928804,23.879810079929754,56350.498654327734
Wheat,Zaid,Black,Punjab,1050.8645785654758,23.197785809946282,192.62953433756155,3011.4810484932605,19437.252089991125,25.123295730788264,56221.076878969376
Maize,Rabi,Red,Telangana,774.9883910951834,24.358559714853914,98.11141106571912,5448.845345228234,10584.575174847956,20.10655266070739,98972.92069903387
Cotton,Rabi,Red,Punjab,815.1728786990243,44.045802837441656,77.82882735546818,2294.8985343644886,15930.690272737496,66.6717484217533,137074.20746386208
Cotton,Zaid,Red,Uttar Pradesh,370.6183409871038,15.975785384737557,188.12717717235302,2093.3202516165907,15272.572995036826,55.759622834435916,101450.17470679076
Rice,Rabi,Laterite,Punjab,759.3976633693015,21.0157418010101,123.73918201121553,3302.7342993202146,11537.674787446886,21.987795503185943,61082.17158736411
Maize,Kharif,Alluvial,Uttar Pradesh,294.18095413292656,26.774806692200542,121.99082520756852,5200.041096238608,15327.129233480751,20.07055078735142,89040.55968489077
Groundnut,Kharif,Laterite,Maharashtra,824.6590314351777,18.147905352545244,86.30675237937912,1791.9975559602879,12428.759896453414,52.72694667897648,82057.79968552086
Cotton,Kharif,Black,Andhra Pradesh,624.3997007171895,30.531349301541344,63.179974871725,1880.5015449673447,7599.189132171758,59.95384914302394,105144.11680802387
Wheat,Rabi,Red,Andhra Pradesh,1096.3044598784454,39.017600973272486,80.02253663672151,3034.475615162698,13621.6049886724,26.915473290543133,68052.74238204365
Groundnut,Kharif,Black,Telangana,267.56266874691414,31.238890059032116,156.35907791763748,1722.5814742476514,17715.592787249312,49.24312740678508,67109.70621769546
Maize,Zaid,Red,Maharashtra,1363.261652878686,31.42777128461209,172.59466549437406,4904.6365690366,15181.286462043401,19.492152847898993,80420.6392050129
Maize,Rabi,Black,Punjab,521.2342042131904,19.78634040339565,180.76753498883025,4438.427974716089,13948.10650121637,17.01953062059915,61591.85432178796
Sugarcane,Zaid,Laterite,Maharashtra,410.1743073908434,15.625834178746143,147.98945288559952,65304.80950994305,14206.275479129037,2.76114486716432,166109.7641003939
Maize,Zaid,Alluvial,Uttar Pradesh,743.9197252679485,21.10734841026728,176.06786094154003,4348.386673156508,14621.601707530674,20.00810381408572,72381.37027277157
Sugarcane,Rabi,Laterite,Punjab,252.14194883622724,41.01094488367346,136.80131128585901,68281.23173730852,14190.602130586914,3.355067428561245,214897.53445329927
Wheat,Rabi,Red,Andhra Pradesh,1489.7733112428741,23.51563585825935,103.87265444993471,3337.3860126149148,16636.15293734116,23.973700587245062,63373.34007314847
Wheat,Rabi,Red,Andhra Pradesh,508.8063224010409,44.14185282124919,77.14654290642346,3996.139130717411,10253.658386832292,27.942186882953195,101407.20801395572
Groundnut,Zaid,Alluvial,Punjab,970.8361068654057,19.905716177550683,108.66223049776411,1781.6473934011724,14627.811404419897,49.064875802808686,72788.49667720645
Cotton,Kharif,Red,Maharashtra,1348.8225705589784,28.260731213485727,99.63340444837579,1959.0220590651224,9954.319373604074,60.741507528206064,109039.63377502181
Maize,Kharif,Alluvial,Punjab,693.1661668991509,33.166144729346485,103.50980795600026,5067.023850599391,15796.737595009585,18.208658909306635,76466.97138587623
Groundnut,Zaid,Alluvial,Punjab,550.6744949720864,16.712605682679445,129.67542920015478,1761.9634153769769,9373.623035106128,50.65248785354294,79874.20746066322
Sugarcane,Zaid,Alluvial,Telangana,859.4052512949102,16.247185771511763,72.25148014431333,83625.64344284772,8442.10745688443,3.413858839067429,277044.0345831825
Wheat,Kharif,Alluvial,Maharashtra,835.5005543339962,35.005927726383135,70.94768821344694,2841.963025821749,14427.656304022192,23.761584075768425,53101.88707426653
Wheat,Kharif,Alluvial,Uttar Pradesh,776.8752850959424,41.04426763132516,76.57246841710788,3769.67633311663,17734.764497554555,26.770300176810284,83180.6025093951
Wheat,Rabi,Alluvial,Andhra Pradesh,1329.5764798223338,32.118292399164886,54.55805895452553,4103.3281737097695,14390.585163410318,23.847969702485734,83465.46080257639
Groundnut,Kharif,Laterite,Uttar Pradesh,950.3408077252726,25.457210017259115,73.89311678642076,1562.9723536143247,16119.416341432048,57.41671171698286,73621.31670765582
Sugarcane,Kharif,Alluvial,Uttar Pradesh,575.2912741898296,18.273288952972493,147.57674716875738,77425.34420756198,14221.770653816093,3.3760317371913335,247168.64865387636
Sugarcane,Kharif,Red,Maharashtra,1329.5708132027423,26.270167556451796,94.53039118404212,74174.090446243,14185.267148799905,3.157373854124021,220010.0666795981
Sugarcane,Zaid,Laterite,Uttar Pradesh,783.3017094092899,22.126323926229823,105.98776874440101,62363.549563368244,13764.035194354465,3.201159598916262,185871.64011291187
Wheat,Rabi,Black,Telangana,693.7215142329987,40.90000948715476,127.86226777043271,3470.854628681623,11508.186730379872,24.876222617411607,74833.56568537769
Wheat,Kharif,Red,Punjab,819.7041175535069,26.830959714550506,132.412135764568,3845.6260025901515,14433.820400793615,27.639958867606612,91859.12413099661
Maize,Zaid,Laterite,Uttar Pradesh,1367.439713634983,22.304468897288977,189.055181719446,4120.534780579122,14198.984546993535,16.656393728021474,54434.265128338884
Sugarcane,Kharif,Laterite,Maharashtra,1408.487640648586,30.967806400171206,137.13980798941967,58509.53749633838,13318.3019066929,3.4325439289969344,187518.25581478188
Wheat,Kharif,Black,Maharashtra,360.18945042381586,40.78247379841767,169.96716431360323,3058.4191813518464,17276.333301580904,23.657677790921312,55078.76224041442
Cotton,Rabi,Red,Telangana,685.5625879499039,30.79497582461343,66.84565166168288,1602.067211875986,12945.642545260918,62.903078536847204,87829.31710468206
Wheat,Kharif,Red,Andhra Pradesh,427.2054756755903,25.823175573317997,185.88366571816405,3877.922580352351,12609.07887936108,24.38787813646747,81965.22443292753
Maize,Zaid,Black,Telangana,324.19590798506863,33.715779740297194,117.76515181058437,5173.216926350949,15476.061797270804,20.08258684894453,88415.51641460201
Sugarcane,Kharif,Black,Uttar Pradesh,1034.5629505762458,33.212821082663424,132.0046119071105,62494.518691247315,14671.214583862213,3.072575144144377,177347.89019213046
Wheat,Zaid,Red,Uttar Pradesh,1078.5936186135887,28.281509003385814,116.86863718658435,3814.3235919580657,11272.004626122267,27.6169191069952,94067.86146088701
Cotton,Rabi,Black,Andhra Pradesh,1377.182230028576,38.178681823481476,89.73431708551001,2116.2318700205738,12200.191574383462,59.50434118807201,113724.79165239242
Groundnut,Kharif,Red,Punjab,775.1329174248704,39.95589339754266,150.44039242009427,1241.9589634256604,12180.534549145983,52.41014989566778,52910.72088826106
Maize,Rabi,Laterite,Uttar Pradesh,793.9162383444792,20.709745884572033,57.85083136797625,4756.952846971738,17156.237942171083,18.20858558038939,69461.14507379076
Cotton,Rabi,Laterite,Andhra Pradesh,1444.9128698569943,20.25908827072979,153.50073362309985,1760.746950927245,10340.520695638816,60.75556404387277,96634.65344647513
Cotton,Kharif,Laterite,Punjab,1475.607286647595,29.246596305186557,107.37894203660125,1695.863201614117,9309.089342932293,65.05770337510864,101019.875792441
Cotton,Kharif,Alluvial,Uttar Pradesh,320.8078876932069,22.711417992962396,168.18529824383975,2291.748953626832,14844.819902071307,56.389560309284704,114385.89593220907
Sugarcane,Rabi,Laterite,Telangana,495.5644901249284,25.250235056907627,107.13642882664809,65697.00952049211,13098.554042345842,3.318964581174673,204947.49364526276
Groundnut,Zaid,Black,Punjab,1335.3376602410021,19.852926340563286,167.94139351356418,1544.7524293906602,13619.118544110155,51.264412489775125,65571.70719075487
Rice,Rabi,Black,Andhra Pradesh,1016.3350686044266,35.22911419227145,129.87217888391393,4354.27530772597,10429.185560613922,22.09367502037135,85772.75803751111
Sugarcane,Zaid,Black,Maharashtra,1103.4364155732,25.382991796133567,196.34153012898724,73947.2181656693,11985.79817544977,3.346510861704467,235479.37060879244
